judul
Kegiatan Kuliah Kerja Nyata Untuk Peningkatan Kemampuan TIK Masyarakat Pasirwangi Garut
Media Pembelajaran Pengenalan Komponen Komputer Berbasis Multimedia Dengan Pendekatan Metodologi R&D
Bagaimana aplikasi mobile dapat meningkatkan aktivitas ibadah umat Islam
Perancangan sistem informasi kuliner berbasis android menggunakan siklus hidup pengembangan multimedia
Sistem pakar antropometri berat badan untuk diagnosis penyakit
Rancang Bangun Game Edukasi Sistem Tata Surya
Rancang Bangun Aplikasi Ibadah Dzikir Dan Doa Harian Berbasis Android
Pengembangan Aplikasi Edukasi Pencegahan Penyakit Demam Berdarah Berbasis Android
Rancang Bangun Game Edukasi Sistem Tata Surya
Pengembangan Media Pembelajaran Interaktif Studi Kasus Mata Pelajaran Ilmu Pengetahuan Sosial Sebagai Pendukung Pembelajaran di Sekolah Luar Biasa
Pengembangan Aplikasi Tuntunan Shalat Malam Menggunakan Sistem Multimedia
Rancang Bangun Aplikasi Fasilitas Ibadah Keagamaan Berbasis Android
Membentuk Cara Berpikir Komputasi Siswa di Garut Dengan Tantangan Bebras
Penyadaran Masyarakat Desa Sirnajaya Garut Terkait Pemanfaatan Internet Dengan Program Pandu Digital Goes To Villages
Edugame untuk pencegahan penyakit demam berdarah
Merancang sistem multimedia pembelajaran untuk kegiatan pramuka
Aplikasi Dasar Menggambar Untuk Anak
Pengembangan Sistem Informasi Administrasi Kependudukan di Kantor Kelurahan Berbasis Multimedia
RANCANG BANGUN MEDIA INTERAKTIF MUROJAAH MATAN JURUMIYYAH BERBASIS ANDROID
PENGEMBANGAN APLIKASI PENGENALAN FIQIH DARAH WANITA DENGAN MENGGUNAKAN SISTEM MULTIMEDIA
Sistem informasi geografis berbasis web untuk pemetaan objek wisata religi
Pengembangan edugame untuk pengenalan chord gitar dasar
Pengembangan media pembelajaran bahasa isyarat menggunakan sistem multimedia
Pengembangan Emotourist sebagai wajah turis yang mencerminkan respon emosional
Simulasi rancang bangun media pembelajaran berbasis android izin mengemudi kendaraan bermotor
Pengembangan game edukasi untuk pembelajaran pengelolaan sampah
Distribusi Sistem Informasi Geografis kantor penyelenggara jaminan kesehatan dan ketenagakerjaan
Rancang Bangun Aplikasi Penyedia Informasi Jasa Terapi Syari Berbasis Web
Rancang Bangun Media Pembelajaran Sejarah Pahlawan Wanita Indonesia Berbasis Android
Edukasi Cara Berpikir Komputasi Melalui Tantangan Bebras 2020 di Garut
Pengenalan Komponen Komputer Menggunakan Teknologi Augmented Reality
Rancang Bangun Role Playing Game Budaya dan Pariwisata Garut
Rancang Bangun Aplikasi Game Teka Teki Silang Peribahasa Bahasa Sunda
Peningkatan Pengetahuan Tentang Covid-19 Literasi Digital dan New Normal Masyarakat Kelurahan Pakuwon Garut
Rancang Bangun Media Pembelajaran Sistem Pernapasan Menggunakan Marker-Based Augmented Reality
Pendekatan MDLC untuk Media Pembelajaran Pengenalan HIV/AIDS Berbasis Android
Rancang Bangun Aplikasi Pengenalan Mata Uang Berbasis Multimedia
Aplikasi Edukasi Rukun Islam Untuk Anak dengan Pendekatan Multimedia Development Life Cycle
PERANCANGAN MEDIA PEMBELAJARAN INTERAKTIF UNTUK ANAK AUTIS0DI SEKOLAH LUAR0BIASA
Perancangan Sistem Aplikasi Pendaftaran Kursus Ilmu Pemerintahan
PENGEMBANGAN APLIKASI NILAI-NILAI PENDIDIKAN KARAKTER DALAM KITAB AL-AKHLAQ LIL BANIN BERBASIS ANDROID
PENGEMBANGAN MEDIA PEMBELAJARAN MERAJUT TEKNIK KNITTING MENGGUNAKAN SISTEM MULTIMEDIA BERBASIS DESKTOP
RANCANG BANGUN MEDIA PEMBELAJARAN INTERAKTIF AUTODESK 3DSTUDIO MAX MENGGUNAKAN METODOLOGI PENGEMBANGAN MULTIMEDIA VERSI LUTHER-SUTOPO
STTG Jurnal Algoritma
PEMBUATAN ARANG AKTIF DARI TEMPURUNG BIJI JARAK PAGAR Manufacture of Activated Charcoal from atropha Seed Shell Halaman 143-162
